,title,price,condition,condition_description,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
194,apple iphone 8 plus 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon gold,229.99,5.0,"“item is in excellent condition. phones are 100% functional. this item will not be in the original packaging and includes a brand new non-oem mfi certified power cable. 60 days seller warranty included. it has been fully tested and is in excellent working order. device may show some light scuffs or marks from handling. fully unlocked: fully functional with every gsm / cdma network carrier such as verizon, t-mobile, at&t, sprint, metro, cricket wireless etc. gsm unlocked: fully functional with gsm network carriers like t-mobile, at&t, metro, cricket wireless etc.”",6910.0,100.0,3.0,11,64.0,2017
195,apple iphone 12 mini 64gb 128gb 256gb fully unlocked cdma + gsm good condition,369.99,2.0,"“this apple iphone 12 mini 64gb 128gb 256gb fully unlocked cdma + gsm good condition smartphone has been determined fully functional by our industry leading functionality 32 point inspection. it will show signs of wear like scratches, scuffs, and minor dents on the screen or body. this item will not come in its original packaging but will include a certified mfi cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone 12 mini 64gb 128gb 256gb fully unlocked cdma + gsm good condition smartphone is fully functional with verizon, t-mobile, at&t and all other cdma & gsm networks. (more info below in item description)”",13325.0,96.6,2.0,16,64.0,2020
196,apple iphone x 64gb 256gb a1901 at&t gsm unlocked t-mobile iphone x excellent,259.89,4.0,"“these units are part of a closeout, overstock lot, and/or store returns. each phone is in excellent cosmetic condition or better. we received them in bulk, tested and re-packaged the items in our generic white boxes. select your color. sim card not included. select your color, and storage capacity. you will receive a apple iphone x and non-oem compatible charger/data cable. nothing else is included.”",149726.0,99.7,2.0,12,64.0,2017
197,apple iphone 7 factory unlocked gsm 32gb 128gb 256gb at&t t-mobile good,104.95,2.0,"“unlocked and compatible with any gsm carrier including t-mobile, at&t, metro pcs, cricket, h2o... not compatible with cdma carriers like verizon, boost, or sprint! these are b grade units in fair cosmetic condition and 100% fully functional, but may have some scratches or scuffs.”",249035.0,96.4,2.0,10,32.0,2016
198,apple iphone 8 plus 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon black,229.99,5.0,"“item is in excellent condition. phones are 100% functional. this item will not be in the original packaging and includes a brand new non-oem mfi certified power cable. 60 days seller warranty included. it has been fully tested and is in excellent working order. device may show some light scuffs or marks from handling. fully unlocked: fully functional with every gsm / cdma network carrier such as verizon, t-mobile, at&t, sprint, metro, cricket wireless etc. gsm unlocked: fully functional with gsm network carriers like t-mobile, at&t, metro, cricket wireless etc.”",6910.0,100.0,3.0,11,64.0,2017
199,apple iphone 7 - 32gb - factory unlocked - very good condition,108.99,1.0,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27638.0,96.8,3.0,10,32.0,2016
200,apple iphone 12 pro max 128/256/512gb at&t sprint t-mobile unlocked verizon good,711.99,2.0,"“devices come in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. at&t / sprint / t-mobile: selecting one of these options means you will receive a device compatible with the carrier you have selected. devices in these categories are not compatible with other carriers. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54835.0,99.4,3.0,16,140.10256410256412,2020
201,apple iphone 11 128gb factory unlocked 4g lte smartphone - good,359.99,2.0,"“this iphone 11 is in good condition. it is 100% functional but will show signs of use, including scratches and dents on the front, back, and corners of the product. it will not come in its original packaging but will include a certified cable and ul-approved power adapter. headsets, sim card and manual are not included. this iphone 11 is fully functional with all carrier networks.  it does not come with a sim card, you will need to get one from your carrier of choice.”",67860.0,98.8,2.0,15,128.0,2019
202,apple iphone 11 64gb factory unlocked at&t t-mobile verizon very good condition,329.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 11 smartphones with a storage capacity of 64gb and your choice of color from (product)red, black, green, purple, white, yellow. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,15,64.0,2019
203,apple iphone xs 512gb factory unlocked at&t t-mobile verizon very good condition,309.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone xs smartphones with a storage capacity of 512gb and your choice of color from gold, silver, space gray. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,14,512.0,2018
204,apple iphone x 64gb 256gb a1865  gsm cdma  unlocked iphone x excellent,259.89,4.0,"“these units are part of a closeout, overstock lot, and/or store returns. each phone is in excellent cosmetic condition or better. we received them in bulk, tested and re-packaged the items in our generic white boxes. you will receive a iphone x 64gb, non-oem charger and lightning cable, nothing else is included.the phone is model a1865 and comes gsm + cdma unlocked.”",149726.0,99.7,2.0,12,64.0,2017
205,apple iphone xs max fully unlocked (any carrier) 64gb 256gb 512gb,337.99,5.0,"“factory unlocked and compatible with any carrier including at&t, t-mobile, verizon, straighttalk, metro pcs.... these are a grade units in excellent cosmetic condition and rated a 9.5 out of 10 cosmetically.”",127739.0,95.8,2.0,14,64.0,2018
207,apple iphone 12 pro max 128/256/512gb at&t sprint t-mobile unlocked verizon fair,690.99,1.0,"“devices come in fair physical condition. the screens will show moderate to excessive scratches, anywhere from light to deep in severity. expect moderate signs of wear in the form of scratches, dents and/or black markings on the housing and bezel. at&t / sprint / t-mobile: selecting one of these options means you will receive a device compatible with the carrier you have selected. devices in these categories are not compatible with other carriers. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54835.0,99.4,3.0,16,140.10256410256412,2020
208,apple iphone x 64gb space gray unlocked good condition,242.99,2.0,"“device is 100% fully functional and in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. please reference example photos and listing for further details.”",54835.0,99.4,3.0,12,64.0,2017
209,nice apple iphone 5s - 16gb - verizon unlocked a1533 cdma gsm smartphone,24.99,1.0,“fully working in b condition. shows light use. unlocked.”,4153.0,98.7,2.0,6,16.0,2013
210,apple iphone 11 - 64gb - yellow - gsm unlocked - smartphone,294.99,1.0,"“the cosmetic condition is overall poor, it will show heavy signs of wear and tear from previous usage, such as dings & scratches on the screen & body. | perfect for people not concerned with their phones cosmetic condition. | this is a pre-owned device, it has been tested and is fully functional |”",7060.0,100.0,2.0,15,64.0,2019
211,apple iphone xr 256gb factory unlocked at&t t-mobile verizon very good condition,259.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone xr smartphones with a storage capacity of 256gb and your choice of color from (product)red, black, blue, coral , white, yellow. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,13,256.0,2018
212,apple iphone 11 pro - 64gb 256gb 512gb - unlocked verizon - good condition,433.99,2.0,"“devices come in good physical condition. the screen will likely show moderate scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing and bezel. unlocked: selecting this option means you will receive a gsm unlocked phone that is compatible with gsm carriers such as at&t & t-mobile. gsm unlocked devices will not work with cdma carriers such as sprint & verizon.  verizon: selecting this option means you will receive a verizon unlocked device. these devices are compatible with all cdma+gsm carriers, except sprint, this includes international service providers.  please reference listing for further details.”",54835.0,99.4,3.0,15,64.0,2019
213,apple iphone 8 64gb space gray unlocked fair condition,141.99,1.0,"“device is 100% fully functional and in fair physical condition. expect moderate signs of wear in the form of scratches, dents and/or black markings on the housing and bezel. the screens will show moderate to excessive scratches, anywhere from light to deep in severity, and may include white spots/lcd bleeding on the display. please reference example photos and listing for further details.”",54835.0,99.4,3.0,11,64.0,2017
214,apple iphone xr 64gb factory unlocked at&t t-mobile verizon good condition,219.95,2.0,"“100% fully functional - good cosmetic condition. moderate signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone xr smartphones with a storage capacity of 64gb and your choice of color from (product)red, black, blue, coral , white, yellow. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,13,64.0,2018
215,apple iphone 12 pro max 5g a2342 128/256/512gb at&t verizon unlocked great,744.99,1.0,“great condition - these phones may have some visible wear from light use. there may be a few light scratches on the screen or scuffs on the body. all phones are fully tested using our 34-point inspection process and are 100% functional.”,39879.0,99.0,2.0,16,140.10256410256412,2020
216,apple iphone xs 256gb factory unlocked at&t t-mobile verizon very good condition,269.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone xs smartphones with a storage capacity of 256gb and your choice of color from gold, silver, space gray. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,14,256.0,2018
217,apple iphone xs max 256gb unlocked at&t t-mobile verizon very good condition,369.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone xs max smartphones with a storage capacity of 256gb and your choice of color from gold, silver, space gray. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,14,256.0,2018
218,apple iphone 11 - red - 64gb - gsm unlocked - smartphone,299.99,1.0,"“the cosmetic condition is overall poor, it will show heavy signs of wear and tear from previous usage, such as dings & scratches on the screen & body. | perfect for people not concerned with their phones cosmetic condition. | this is a pre-owned device, it has been tested and is fully functional |”",7060.0,100.0,2.0,15,64.0,2019
220,apple iphone x factory unlocked / verizon t-mobile at&t - 64gb 256gb smartphone,269.88,5.0,“item is 100% fully tested and functional.  factory unlocked to work with any gsm / cdma network carrier usa and worldwide. please select the network you need by using the dropdown box.  item includes new original usb cable with new original power adapter in a kitted retail box.  it comes with full warranty.  please message us with any questions !”,11023.0,98.4,2.0,12,64.0,2017
221,apple iphone 11 256gb|128gb|64gb| gsm+cdma unlocked verizon t-mobile at&t,369.88,5.0,"“excellent condition cosmetically. 100% fully tested, fully functional. might have miner scratches, complete in white box with travel adapter & lightning cable. headphones & sim cards will not be included. unlocked for any wireless carrier worldwide.”",17600.0,98.7,2.0,15,256.0,2019
222,apple iphone 11 pro max 512gb|256gb|64gb| gsm+cdma factory unlocked very good,529.88,4.0,"“very good"" detailed grade info is below. we offer a no-risk 30-day free return! , fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing.”",17600.0,98.7,2.0,15,512.0,2019
223,apple iphone 11 128gb factory unlocked at&t t-mobile verizon very good condition,409.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 11 smartphones with a storage capacity of 128gb and your choice of color from (product)red, black, green, purple, white, yellow. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,15,128.0,2019
224,apple iphone xr - 64gb - factory unlocked - very good condition,228.99,1.0,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27638.0,96.8,3.0,13,64.0,2018
225,factory unlocked 🔥 apple 🔥 iphone se 2020 64gb 🔥 excellent condition,249.0,5.0,“excellent condition - pristine!”,26995.0,99.2,2.0,9,64.0,2016
227,apple iphone 11 - 64gb - purple - gsm unlocked - smartphone,299.99,1.0,"“the cosmetic condition is overall poor, it will show heavy signs of wear and tear from previous usage, such as dings & scratches on the screen & body. | perfect for people not concerned with their phones cosmetic condition. | this is a pre-owned device, it has been tested and is fully functional |”",7060.0,100.0,2.0,15,64.0,2019
228,"apple iphone 6s plus factory unlocked 5.5"" smartphone 16gb 32gb 64gb 128gb",143.99,5.0,"“factory unlocked and compatible with any carrier including at&t, t-mobile, straighttalk, verizon ... these are a grade units in excellent cosmetic condition and rated a 9.5 out of 10 cosmetically.”",249035.0,96.4,2.0,8,16.0,2015
229,apple iphone 11 unlocked t-mobile at&t verizon 64gb 128gb | good,309.99,1.0,“fully functional | one year warranty | new generic accessories”,4997.0,99.6,2.0,15,64.0,2019
230,apple iphone xr - 64gb - blue (verizon unlocked) a1984 (cdma + gsm),239.99,5.0,“““these units are returns from our retail stores and have been sent back and retested to ensure 100% function. these units are backed by our 30 day worry free guarantee. all units are in pristine cosmetic condition. comes with original wrapped oem charger and cube and box. along with oem accessories we are also throwing in an extra charger. these devices are unlocked and can be activated on  cdma and gsm carriers””,7186.0,100.0,2.0,13,64.0,2018
231,apple iphone 11 pro max - 256gb - all colors (unlocked) - very good condition ,654.49,3.0,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,2.0,15,256.0,2019
232,apple iphone 11 64gb 128gb unlocked verizon at&t t-mobile (cdma + gsm) 4g,395.0,1.0,"“phones are in excellent cosmetic condition. devices are ready to activate. clean esn. phonecheck certified. please see below for more info. if you have any questions, please do not hesitate to contact us.”",5157.0,99.3,2.0,15,64.0,2019
233,apple iphone 6s - 16/32/64 gb - space gray (unlocked)  (cdma  & gsm) very good ,84.0,3.0,“this item is in very good condition. fully tested and functional. may have some minor scratches from previous use. charger and cable are included.”,2723.0,97.2,2.0,8,57.49235474006116,2015
234,apple iphone 7 - 128gb - all colors - unlocked - excellent condition ,159.99,4.0,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,2.0,10,128.0,2016
235,apple iphone x 256gb fully unlocked straight talk tmobile att verizon metro (n),299.0,5.0,““choose your color and network from the dropdown boxes. detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.”””,61033.0,100.0,2.0,12,256.0,2017
236,apple iphone xr - 128gb - red - gsm unlocked - smartphone,233.99,1.0,"“the cosmetic condition is overall poor, it will show heavy signs of wear and tear from previous usage, such as dings & scratches on the screen & body. | perfect for people not concerned with their phones cosmetic condition. | this is a pre-owned device, it has been tested and is fully functional |”",7060.0,100.0,2.0,13,128.0,2018
237,apple iphone 8 gsm factory unlocked gsm / cdma 256gb| 128gb | 64gb ,159.88,5.0,"“excellent condition cosmetically. 100% fully tested, fully functional. might have miner scratches, complete in white box with travel adapter & lightning cable. headphones & sim cards will not be included. unlocked for any wireless carrier worldwide.”",17600.0,98.7,2.0,11,256.0,2017
238,apple iphone x 256gb unlocked smartphone - excellent,299.95,4.0,"“this is an a stock item, meaning unit is in excellent cosmetic condition.”",332402.0,98.4,3.0,12,256.0,2017
239,"apple iphone 7 plus + 5.5"" factory unlocked gsm smartphone 32gb 128gb 256gb",183.95,5.0,"“factory unlocked and compatible with any gsm carrier including at&t, t-mobile, metro pcs.... phones are not compatible with verizon or sprint. these are a grade units in excellent cosmetic condition and rated a 9.5 out of 10 cosmetically.”",249035.0,96.4,2.0,10,32.0,2016
240,apple iphone xs 64gb a1920 verizon gsm cdma unlocked iphone xs excellent,269.89,4.0,"“these units are part of a closeout, overstock lot, and/or store returns. each phone is in excellent cosmetic condition or better. we received them in bulk, tested and re-packaged the items in our generic white boxes. you will receive a iphone xs 64gb, non-oem charger and lightning cable, nothing else is included. the phone is model a1920 and comes gsm + cdma unlocked.”",149726.0,99.7,2.0,14,64.0,2018
241,apple iphone 12 mini 5g 64gb factory unlocked tmobile metro ultra mint excellent,399.0,4.0,"“choose your mobile network, and color from the dropdown boxes. iphone will come network locked unless you pick fully unlocked from the network dropdown menu!!! detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.????,?”",61033.0,100.0,2.0,16,64.0,2020
242,apple iphone 12 pro max 128gb unlocked smartphone - very good,744.95,3.0,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332402.0,98.4,3.0,16,128.0,2020
243,apple iphone 11 pro max - 256gb - factory unlocked - good condition,589.99,2.0,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27638.0,96.8,3.0,15,256.0,2019
244,apple iphone 7 128gb factory unlocked at&t t-mobile verizon very good condition,131.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 7 smartphones with a storage capacity of 128gb and your choice of color from (product)red, gold, jet black, matte black, rose gold, silver. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,10,128.0,2016
245,apple iphone xs 64gb / 256gb / 512gb unlocked verizon at&t t-mobile - very good,234.99,2.0,"“the cosmetic condition is overall very good, it may show signs of wear and tear from previous usage, such as dings & scratches on the screen & body. | the device has been tested and is fully functional”",122285.0,100.0,2.0,14,64.0,2018
246,apple iphone 8 - 64gb - all colors - unlocked - excellent condition ,198.04,4.0,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,2.0,11,64.0,2017
247,apple iphone xr - 128gb - all colors - fully unlocked - excellent condition (a) ,314.49,4.0,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,2.0,13,128.0,2018
248,apple iphone 7 - 32gb - all colors - unlocked - very good condition ,135.99,3.0,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,2.0,10,32.0,2016
250,in-box apple iphone 8 plus 64gb factory unlocked verizon t-mobile at&t excellent,259.95,5.0,“our devices are fully tested and certified using industry leading . apple iphone 8 plus 64gb. fully unlocked for all major service providers. condition is 8/10 visible signs of previous handling. - see the below description for more details. clean esn verified. your choice of gold or space gray colors. all phones ship from the usa with expedited service. all of these devices have been fully tested by our team of professionally certified technicians. your phone comes in a branded iphone box with a  2-piece charger (lightning cable and wall plug adapter). free 2-day shipping included! you are always welcome to send a message to our customer service team if you have any questions regarding compatibility.”,8579.0,99.2,2.0,11,64.0,2017
251,apple iphone xs max 64gb unlocked 4g lte ios 12mp camera smartphone - good,289.95,2.0,"“this is a b stock item, meaning unit is in good cosmetic condition and will show signs of use in the form of scrapes or scratches.”",332402.0,98.4,3.0,14,64.0,2018
252,apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone -,234.99,4.0,"“this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone  is in seller refurbished grade a condition. it is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. it will not come in its original packaging but will include an mfi certified lightning cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone xr 64gb factory unlocked smartphone 4g lte ios smartphone is fully functional with all carrier networks. it does not come with a sim card, you will need to get one from your carrier of choice.”",67860.0,98.8,3.0,13,64.0,2018
253,apple iphone 8 64gb 256gb gsm factory unlocked verizon at&t t-mobile good,139.95,2.0,“this item is in 7+10 condition.”,266878.0,99.9,2.0,11,64.0,2017
254,apple iphone 8 - 128gb - space gray (unlocked) a1863 (cdma + gsm),179.99,5.0,“excellent condition iphone 8 128gb unlocked comes with iphone charger. no box or sim card included.”,123861.0,98.1,2.0,11,128.0,2017
256,apple iphone 11 pro 64/256/512gb a2160 at&t tmobile verizon unlocked great,399.99,1.0,“great condition - these phones may have some visible wear from light use. there may be a few light scratches on the screen or scuffs on the body. all phones are fully tested using our 34-point inspection process and are 100% functional.”,39879.0,99.0,2.0,15,127.09859154929578,2019
257,"apple iphone 6s- 16gb 64gb 128gb gsm ""factory unlocked"" and at&t good condition",79.95,2.0,“item is in good cosmetic condition”,266878.0,99.9,2.0,8,16.0,2015
258,apple iphone xr - 64 / 128 / 256 - factory unlocked - verizon / at&t smartphone,249.99,5.0,“fully functional; ships in bulk packaging”,122285.0,100.0,2.0,13,86.91575091575092,2018
259,apple iphone x 64gb 256gb factory unlocked smartphone at&t t-mobile verizon,238.95,5.0,"“factory unlocked and compatible with any gsm carrier including at&t, t-mobile, verizon, straighttalk, metro pcs.... these are a grade units in excellent cosmetic condition and rated a 9.5 out of 10 cosmetically.”",249035.0,96.4,2.0,12,64.0,2017
260,apple iphone xr - 64gb - factory unlocked - excellent condition,268.99,1.0,"“fully tested and restored to factory settings by our in house technicians. - excellent - this product is in excellent cosmetic condition with a minimum battery health of 85%. this item has been fully tested, restored to factory settings and is in excellent working order.”",27638.0,96.8,3.0,13,64.0,2018
261,apple iphone 8 64gb 256gb at&t verizon t-mobile gsm unlocked open box new other,159.89,5.0,"“these units are part of a closeout, overstock lot, and/or store returns. each phone is in excellent cosmetic condition or better. we received them in bulk, tested and re-packaged the items in our generic white boxes. you will receive a phone based on your color and carrier selection and a non-oem charger and data cable. sim card not included. nothing else will be included unless specifically listed in our listing. the phone maybe locked to a specific carrier or unlocked. unlocked phones will work with most gsm sim cards, please check with your carrier to ensure compatibility. may not work on sprint or other cdma carriers. carrier locked phones will only work on that specific carrier. check with your carrier to ensure compatibility.”",149726.0,99.7,2.0,11,64.0,2017
262,apple iphone 12 - 128gb - all colors - unlocked smartphone - very good condition,586.49,3.0,"“fully tested and restored to factory settings by our in house technicians. - very good - this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",3101765.0,98.8,2.0,16,128.0,2020
263,apple iphone xs/x 256gb gsm+cdma unlocked ios wifi 4g mint screen ,190.08,1.0,"“phones are in mint condition. fully functional, professionally tested and cleaned to ensure perfect working functionality.”",6203.0,99.9,2.0,14,256.0,2018
264,apple iphone 6s 16/32/64/128 gb -all colors -fully unlocked -very good condition,96.99,3.0,"“very good condition , may have minor marks and scratches - charger included”",13110.0,96.2,2.0,8,57.49235474006116,2015
265,"apple iphone 6s plus - 128gb - space gray (verizon unlocked) a1687 "" b stock"" ",124.99,1.0,"“““these unit are returns from our enterprise group have been sent back and retested to ensure 100% function. these units will come in b stock condition. meaning most units will some some scratches or light use. absolutely no dents or cracks. these units will be unlocked so will be good to use on all networks. phone will come in a apple box with cube and cable. also throwing in a free temper glass ""will any scratches the screen may have"" and apple car charger.””",7186.0,100.0,2.0,8,128.0,2015
266,"apple iphone xr 256gb|128gb|64gb| gsm/ cdma factroy unlocked- ""excellent""",269.88,4.0,"“""excellent"" detailed grade info is below. we offer a no-risk 30-day free return! , fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing.”",17600.0,98.7,2.0,13,256.0,2018
267,apple iphone xs max - 64gb - space gray gsm & cdma unlocked -a1921 - ~excellent!,339.99,4.0,"“the item is in like-new condition, backed by a one year warranty. it has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. the item includes original or new accessories and will come in new generic packaging. see the seller's listing for full details.. “this product has been determined fully functional by our industry leading functionality inspection. mfi certified lightning cable and ul approved power adapter are included. this product will not come in its original packaging; headsets, sim card and manual will not be included.”",10672.0,98.8,2.0,14,64.0,2018
268,apple iphone 8 plus factory unlocked at&t t-mobile verizon smartphone used,220.0,1.0,"“100% full functional , gsm unlocked for all gsm carriers.“this item is in good condition  and will show moderate signs of cosmetic imperfections (scratching/scuffing) on housing and screen - fully functional – comes with generic box charging usb and adapter (no simcard included)”",69144.0,95.8,2.0,11,97.84544405997693,2017
269,apple iphone 8 64gb verizon smartphone - very good,154.95,3.0,"“this is a b+ stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”",332402.0,98.4,3.0,11,64.0,2017
270,apple iphone 6 plus 16gb 64gb 128gb factory unlocked at&t t-mobile verizon,79.99,1.0,"“factory unlocked and compatible with any carrier including at&t, t-mobile, verizon, straighttalk, metro pcs.... these are c grade units in used condition and will have several scratches/scuffs. perfect if looking for a fully functional device that you can put in a case to hide scratches.”",127739.0,95.8,2.0,7,16.0,2014
272,apple iphone 6s plus 64gb gsm unlocked at&t t-mobile very good condition ,123.0,1.0,"“phones are in very good condition. devices are ready to activate. clean esn. phonecheck certified. select your own device gb, color and carrier. please see below for more info. if you have any questions, please do not hesitate to contact us.”",4131.0,99.2,2.0,8,64.0,2015
273,apple iphone xr - 64gb - red (verizon unlocked) a1984 (cdma + gsm),239.99,5.0,“““these units are returns from our retail stores and have been sent back and retested to ensure 100% function. these units are backed by our 30 day worry free guarantee. all units are in pristine cosmetic condition. comes with original wrapped oem charger and cube and box. along with oem accessories we are also throwing in an extra car charger. these devices are unlocked and can be activated on  cdma and gsm carriers””,7186.0,100.0,2.0,13,64.0,2018
274,apple iphone 13 mini 128/256/512gb a2481 unlocked excellent,584.99,1.0,"“excellent condition - these phones will appear flawless but upon a closer look there may be subtle signs of use. there may be some signs of use on the screen or on the body of the phone, however, these will be difficult to notice with the naked eye. all phones are fully tested using our 34-point inspection process and are 100% functional.”",39879.0,99.0,2.0,17,176.57563025210084,2021
